"date","year","month","day","8130002"
1987-04-10,1987,4,10,13.918945
1987-04-11,1987,4,11,13.622311
1987-04-12,1987,4,12,11.789513
1987-04-13,1987,4,13,15.471918
1987-04-14,1987,4,14,11.253553
1987-04-15,1987,4,15,11.093029
1987-04-16,1987,4,16,11.074455
1987-04-17,1987,4,17,15.782424
1987-04-18,1987,4,18,20.539901
1987-04-19,1987,4,19,14.772083
1987-04-20,1987,4,20,17.163525
1987-04-21,1987,4,21,15.52204
1987-04-22,1987,4,22,13.459634
1987-04-23,1987,4,23,17.009223
1987-04-24,1987,4,24,14.704521
1987-04-25,1987,4,25,18.661637
1987-04-26,1987,4,26,20.623108
1987-04-27,1987,4,27,20.464981
1987-04-28,1987,4,28,16.705889
1987-04-29,1987,4,29,13.780565
1987-04-30,1987,4,30,13.207688
1987-05-01,1987,5,1,10.012924
1987-05-02,1987,5,2,13.057469
1987-05-03,1987,5,3,12.872612
1987-05-04,1987,5,4,10.277251
1987-05-05,1987,5,5,10.080629
1987-05-06,1987,5,6,6.1806863
1987-05-07,1987,5,7,3.5727412
1987-05-08,1987,5,8,10.021824
1987-05-09,1987,5,9,15.23236
1987-05-10,1987,5,10,14.249428
1987-05-11,1987,5,11,6.3063625
1987-05-12,1987,5,12,7.5495492
1987-05-13,1987,5,13,6.7073251
1987-05-14,1987,5,14,6.5677891
1987-05-15,1987,5,15,9.3332297
1987-05-16,1987,5,16,8.5930101
1987-05-17,1987,5,17,9.3757911
1987-05-18,1987,5,18,10.096598
1987-05-19,1987,5,19,11.342821
1987-05-20,1987,5,20,10.175544
1987-05-21,1987,5,21,10.674639
1987-05-22,1987,5,22,10.566617
1987-05-23,1987,5,23,7.2116268
1987-05-24,1987,5,24,7.4398741
1987-05-25,1987,5,25,10.040919
1987-05-26,1987,5,26,9.4357407
1987-05-27,1987,5,27,8.1807954
1987-05-28,1987,5,28,10.567349
1987-05-29,1987,5,29,8.3108804
1987-05-30,1987,5,30,9.3816631
1987-05-31,1987,5,31,12.829937
1987-06-01,1987,6,1,12.623131
1987-06-02,1987,6,2,9.7169922
1987-06-03,1987,6,3,9.6476699
1987-06-04,1987,6,4,9.1182319
1987-06-05,1987,6,5,9.2776712
1987-06-06,1987,6,6,8.7723177
1987-06-07,1987,6,7,11.304653
1987-06-08,1987,6,8,13.615621
1987-06-09,1987,6,9,13.864614
1987-06-10,1987,6,10,10.295746
1987-06-11,1987,6,11,5.3333817
1987-06-12,1987,6,12,1.6226819
1987-06-13,1987,6,13,1.158016
1987-06-14,1987,6,14,0.84986956
1987-06-15,1987,6,15,2.6734039
1987-06-16,1987,6,16,8.309005
1987-06-17,1987,6,17,12.459327
1987-06-18,1987,6,18,13.288206
1987-06-19,1987,6,19,12.603354
1987-06-20,1987,6,20,9.2213554
1987-06-21,1987,6,21,9.0099675
1987-06-22,1987,6,22,9.7878114
1987-06-23,1987,6,23,12.863721
1987-06-24,1987,6,24,16.210453
1987-06-25,1987,6,25,18.322352
1987-06-26,1987,6,26,17.000028
1987-06-27,1987,6,27,11.632407
1987-06-28,1987,6,28,6.7395941
1987-06-29,1987,6,29,8.024343
1987-06-30,1987,6,30,7.8015941
1987-07-01,1987,7,1,9.1288976
1987-07-02,1987,7,2,6.808167
1987-07-03,1987,7,3,6.967712
1987-07-04,1987,7,4,10.72439
1987-07-05,1987,7,5,13.311115
1987-07-06,1987,7,6,12.098444
1987-07-07,1987,7,7,10.273336
1987-07-08,1987,7,8,9.234625
1987-07-09,1987,7,9,7.4302977
1987-07-10,1987,7,10,7.2032066
1987-07-11,1987,7,11,7.101815
1987-07-12,1987,7,12,7.2346715
1987-07-13,1987,7,13,8.0679276
1987-07-14,1987,7,14,7.1357775
1987-07-15,1987,7,15,4.4293545
1987-07-16,1987,7,16,2.4500941
1987-07-17,1987,7,17,0.8176237
1987-07-18,1987,7,18,2.813602
1987-07-19,1987,7,19,5.8723539
1987-07-20,1987,7,20,10.208133
1987-07-21,1987,7,21,13.207668
1987-07-22,1987,7,22,5.7517935
1987-07-23,1987,7,23,5.4786141
1987-07-24,1987,7,24,4.8956711
1987-07-25,1987,7,25,5.7612296
1987-07-26,1987,7,26,5.1620739
1987-07-27,1987,7,27,7.4972961
1987-07-28,1987,7,28,8.2306524
1987-07-29,1987,7,29,8.9958197
1987-07-30,1987,7,30,11.443867
1987-07-31,1987,7,31,7.2070176
1987-08-01,1987,8,1,3.1660826
1987-08-02,1987,8,2,7.5494199
1987-08-03,1987,8,3,4.4614111
1987-08-04,1987,8,4,6.5502984
1987-08-05,1987,8,5,9.6384279
1987-08-06,1987,8,6,13.911767
1987-08-07,1987,8,7,9.3594997
1987-08-08,1987,8,8,4.6881444
1987-08-09,1987,8,9,4.554439
1987-08-10,1987,8,10,6.3831886
1987-08-11,1987,8,11,5.2140018
1987-08-12,1987,8,12,4.3490958
1987-08-13,1987,8,13,3.6038636
1987-08-14,1987,8,14,3.607056
1987-08-15,1987,8,15,1.1091689
1987-08-16,1987,8,16,2.9159874
1987-08-17,1987,8,17,4.6070617
1987-08-18,1987,8,18,5.1565525
1987-08-19,1987,8,19,10.029165
1987-08-20,1987,8,20,14.025765
1987-08-21,1987,8,21,14.412955
1987-08-22,1987,8,22,14.977165
1987-08-23,1987,8,23,12.646052
1987-08-24,1987,8,24,7.7630312
1987-08-25,1987,8,25,12.289068
1987-08-26,1987,8,26,10.439941
1987-08-27,1987,8,27,6.0732026
1987-08-28,1987,8,28,7.3329487
1987-08-29,1987,8,29,8.0312255
1987-08-30,1987,8,30,9.9626506
1987-08-31,1987,8,31,7.4477291
1987-09-01,1987,9,1,6.3069009
1987-09-02,1987,9,2,8.7530514
1987-09-03,1987,9,3,12.739006
1987-09-04,1987,9,4,10.841436
1987-09-05,1987,9,5,6.2540326
1987-09-06,1987,9,6,8.4550083
1987-09-07,1987,9,7,4.9892058
1987-09-08,1987,9,8,3.5551722
1987-09-09,1987,9,9,3.059513
1987-09-10,1987,9,10,6.2809417
1987-09-11,1987,9,11,10.272521
1987-09-12,1987,9,12,13.130671
1987-09-13,1987,9,13,9.9513746
1987-09-14,1987,9,14,6.34787
1987-09-15,1987,9,15,10.651111
1987-09-16,1987,9,16,14.197304
1987-09-17,1987,9,17,9.7904702
1987-09-18,1987,9,18,10.746488
1987-09-19,1987,9,19,13.630011
1987-09-20,1987,9,20,9.6294398
1987-09-21,1987,9,21,11.628815
1987-09-22,1987,9,22,12.241364
1987-09-23,1987,9,23,17.17876
1987-09-24,1987,9,24,16.358539
1987-09-25,1987,9,25,12.361031
1987-09-26,1987,9,26,10.045842
1987-09-27,1987,9,27,13.263973
1987-09-28,1987,9,28,10.699997
1987-09-29,1987,9,29,8.7400501
1987-09-30,1987,9,30,9.4404671
1987-10-01,1987,10,1,14.007021
1987-10-02,1987,10,2,13.487996
1987-10-03,1987,10,3,11.133667
1987-10-04,1987,10,4,13.020243
1987-10-05,1987,10,5,13.116279
1987-10-06,1987,10,6,11.113439
1987-10-07,1987,10,7,12.366851
1987-10-08,1987,10,8,16.934321
1987-10-09,1987,10,9,11.554848
1987-10-10,1987,10,10,7.4726733
1987-10-11,1987,10,11,6.7444075
1987-10-12,1987,10,12,10.498769
1987-10-13,1987,10,13,14.266434
1987-10-14,1987,10,14,13.034605
1987-10-15,1987,10,15,10.969787
1987-10-16,1987,10,16,12.935185
1987-10-17,1987,10,17,13.756935
1987-10-18,1987,10,18,13.134481
1987-10-19,1987,10,19,14.075908
1987-10-20,1987,10,20,13.891617
1987-10-21,1987,10,21,14.31882
1987-10-22,1987,10,22,16.865909
1987-10-23,1987,10,23,11.822569
1987-10-24,1987,10,24,11.466832
1987-10-25,1987,10,25,13.654366
1987-10-26,1987,10,26,18.151226
1987-10-27,1987,10,27,19.806756
1987-10-28,1987,10,28,19.732223
1987-10-29,1987,10,29,16.652056
1987-10-30,1987,10,30,11.420218
1987-10-31,1987,10,31,11.56797
1987-11-01,1987,11,1,12.73882
1987-11-02,1987,11,2,17.025628
1987-11-03,1987,11,3,13.946622
1987-11-04,1987,11,4,13.103771
1987-11-05,1987,11,5,12.180806
1987-11-06,1987,11,6,10.491346
1987-11-07,1987,11,7,9.0286289
1987-11-08,1987,11,8,14.233618
1987-11-09,1987,11,9,19.992029
1987-11-10,1987,11,10,19.860501
1987-11-11,1987,11,11,18.475348
1987-11-12,1987,11,12,20.025348
1987-11-13,1987,11,13,18.355712
1987-11-14,1987,11,14,18.174966
1987-11-15,1987,11,15,23.095892
1987-11-16,1987,11,16,20.766239
1987-11-17,1987,11,17,13.795649
1987-11-18,1987,11,18,13.638855
1987-11-19,1987,11,19,19.782817
1987-11-20,1987,11,20,22.561883
1987-11-21,1987,11,21,20.898084
1987-11-22,1987,11,22,18.591151
1987-11-23,1987,11,23,14.693632
1987-11-24,1987,11,24,18.77268
1987-11-25,1987,11,25,21.173993
1987-11-26,1987,11,26,19.017493
1987-11-27,1987,11,27,20.367979
1987-11-28,1987,11,28,26.620846
1987-11-29,1987,11,29,23.195431
1987-11-30,1987,11,30,19.277654
1987-12-01,1987,12,1,16.66577
1987-12-02,1987,12,2,19.829949
1987-12-03,1987,12,3,18.136755
1987-12-04,1987,12,4,19.0966
1987-12-05,1987,12,5,14.934572
1987-12-06,1987,12,6,17.858558
1987-12-07,1987,12,7,15.042912
1987-12-08,1987,12,8,17.902706
1987-12-09,1987,12,9,19.620996
1987-12-10,1987,12,10,12.706955
1987-12-11,1987,12,11,14.135435
1987-12-12,1987,12,12,19.619299
1987-12-13,1987,12,13,17.789399
1987-12-14,1987,12,14,17.370241
1987-12-15,1987,12,15,14.655911
1987-12-16,1987,12,16,11.111227
1987-12-17,1987,12,17,14.3933
1987-12-18,1987,12,18,15.622106
1987-12-19,1987,12,19,15.380596
1987-12-20,1987,12,20,22.207703
1987-12-21,1987,12,21,23.405482
1987-12-22,1987,12,22,20.264304
1987-12-23,1987,12,23,18.67991
1987-12-24,1987,12,24,20.58817
1987-12-25,1987,12,25,20.394533
1987-12-26,1987,12,26,20.904089
1987-12-27,1987,12,27,19.527431
1987-12-28,1987,12,28,17.885219
1987-12-29,1987,12,29,22.909543
1987-12-30,1987,12,30,23.99923
1987-12-31,1987,12,31,22.553199
1988-01-01,1988,1,1,21.558786
1988-01-02,1988,1,2,22.435178
1988-01-03,1988,1,3,20.682047
1988-01-04,1988,1,4,20.441626
1988-01-05,1988,1,5,22.777506
1988-01-06,1988,1,6,25.241122
1988-01-07,1988,1,7,22.00727
1988-01-08,1988,1,8,24.187412
1988-01-09,1988,1,9,21.130142
1988-01-10,1988,1,10,18.211215
1988-01-11,1988,1,11,17.561888
1988-01-12,1988,1,12,14.083053
1988-01-13,1988,1,13,13.993075
1988-01-14,1988,1,14,18.018268
1988-01-15,1988,1,15,19.54177
1988-01-16,1988,1,16,20.404733
1988-01-17,1988,1,17,15.327021
1988-01-18,1988,1,18,12.918532
1988-01-19,1988,1,19,17.798299
1988-01-20,1988,1,20,14.852224
1988-01-21,1988,1,21,19.879466
1988-01-22,1988,1,22,22.15626
1988-01-23,1988,1,23,22.186734
1988-01-24,1988,1,24,20.536811
1988-01-25,1988,1,25,22.521034
1988-01-26,1988,1,26,21.075698
1988-01-27,1988,1,27,18.278515
1988-01-28,1988,1,28,18.943209
1988-01-29,1988,1,29,22.634912
1988-01-30,1988,1,30,21.607384
1988-01-31,1988,1,31,25.067003
1988-02-01,1988,2,1,21.847045
1988-02-02,1988,2,2,19.01374
1988-02-03,1988,2,3,25.186303
1988-02-04,1988,2,4,25.634175
1988-02-05,1988,2,5,23.428393
1988-02-06,1988,2,6,25.906417
1988-02-07,1988,2,7,26.093039
1988-02-08,1988,2,8,25.718229
1988-02-09,1988,2,9,26.033846
1988-02-10,1988,2,10,19.648613
1988-02-11,1988,2,11,20.27846
1988-02-12,1988,2,12,20.45742
1988-02-13,1988,2,13,21.474788
1988-02-14,1988,2,14,24.99309
1988-02-15,1988,2,15,23.276316
1988-02-16,1988,2,16,23.120645
1988-02-17,1988,2,17,23.782344
1988-02-18,1988,2,18,22.747815
1988-02-19,1988,2,19,22.520256
1988-02-20,1988,2,20,23.42882
1988-02-21,1988,2,21,24.39588
1988-02-22,1988,2,22,22.860993
1988-02-23,1988,2,23,22.692392
1988-02-24,1988,2,24,22.509978
1988-02-25,1988,2,25,20.382395
1988-02-26,1988,2,26,21.094198
1988-02-27,1988,2,27,20.148069
1988-02-28,1988,2,28,21.808907
1988-02-29,1988,2,29,22.44366
1988-03-01,1988,3,1,20.154388
1988-03-02,1988,3,2,20.711001
1988-03-03,1988,3,3,21.462934
1988-03-04,1988,3,4,18.354771
1988-03-05,1988,3,5,17.273996
1988-03-06,1988,3,6,20.728871
1988-03-07,1988,3,7,18.734529
1988-03-08,1988,3,8,19.061338
1988-03-09,1988,3,9,13.534574
1988-03-10,1988,3,10,11.742248
1988-03-11,1988,3,11,12.899491
1988-03-12,1988,3,12,17.374399
1988-03-13,1988,3,13,19.790109
1988-03-14,1988,3,14,20.458434
1988-03-15,1988,3,15,20.480894
1988-03-16,1988,3,16,22.960037
1988-03-17,1988,3,17,22.215175
1988-03-18,1988,3,18,21.949111
1988-03-19,1988,3,19,20.740601
1988-03-20,1988,3,20,20.647907
1988-03-21,1988,3,21,18.375598
1988-03-22,1988,3,22,16.059636
1988-03-23,1988,3,23,16.660092
1988-03-24,1988,3,24,17.671908
1988-03-25,1988,3,25,16.291289
1988-03-26,1988,3,26,15.844583
1988-03-27,1988,3,27,17.735238
1988-03-28,1988,3,28,19.535481
1988-03-29,1988,3,29,19.773701
1988-03-30,1988,3,30,17.303835
1988-03-31,1988,3,31,20.445603
1988-04-01,1988,4,1,24.024344
1988-04-02,1988,4,2,23.725886
1988-04-03,1988,4,3,21.402641
1988-04-04,1988,4,4,22.320379
1988-04-05,1988,4,5,18.625618
1988-04-06,1988,4,6,17.912705
1988-04-07,1988,4,7,19.109433
1988-04-08,1988,4,8,24.877682
1988-04-09,1988,4,9,20.528053
1988-04-10,1988,4,10,18.913307
1988-04-11,1988,4,11,17.673855
1988-04-12,1988,4,12,17.624455
1988-04-13,1988,4,13,17.755897
1988-04-14,1988,4,14,11.909429
1988-04-15,1988,4,15,10.255337
1988-04-16,1988,4,16,14.155612
1988-04-17,1988,4,17,10.85644
1988-04-18,1988,4,18,9.498889
1988-04-19,1988,4,19,11.151052
1988-04-20,1988,4,20,11.003776
1988-04-21,1988,4,21,11.792176
1988-04-22,1988,4,22,14.699338
1988-04-23,1988,4,23,14.095601
1988-04-24,1988,4,24,11.614314
1988-04-25,1988,4,25,9.8665358
1988-04-26,1988,4,26,12.909836
1988-04-27,1988,4,27,13.367455
1988-04-28,1988,4,28,14.933077
1988-04-29,1988,4,29,14.130579
1988-04-30,1988,4,30,14.141964
1988-05-01,1988,5,1,13.277901
1988-05-02,1988,5,2,11.745222
1988-05-03,1988,5,3,12.972822
1988-05-04,1988,5,4,14.018926
1988-05-05,1988,5,5,11.790584
1988-05-06,1988,5,6,13.77183
1988-05-07,1988,5,7,15.419696
1988-05-08,1988,5,8,13.760639
1988-05-09,1988,5,9,12.711939
1988-05-10,1988,5,10,12.009498
1988-05-11,1988,5,11,9.6553517
1988-05-12,1988,5,12,14.036017
1988-05-13,1988,5,13,12.81223
1988-05-14,1988,5,14,10.473667
1988-05-15,1988,5,15,9.9285602
1988-05-16,1988,5,16,11.880373
1988-05-17,1988,5,17,15.377468
1988-05-18,1988,5,18,10.082408
1988-05-19,1988,5,19,11.986045
1988-05-20,1988,5,20,12.842363
1988-05-21,1988,5,21,12.348598
1988-05-22,1988,5,22,10.060021
1988-05-23,1988,5,23,10.986122
1988-05-24,1988,5,24,12.981861
1988-05-25,1988,5,25,15.087408
1988-05-26,1988,5,26,15.415591
1988-05-27,1988,5,27,13.856296
1988-05-28,1988,5,28,11.47172
1988-05-29,1988,5,29,8.4685172
1988-05-30,1988,5,30,10.596069
1988-05-31,1988,5,31,9.9591556
1988-06-01,1988,6,1,7.8813966
1988-06-02,1988,6,2,4.7201446
1988-06-03,1988,6,3,8.2651304
1988-06-04,1988,6,4,13.474963
1988-06-05,1988,6,5,11.665061
1988-06-06,1988,6,6,10.466691
1988-06-07,1988,6,7,9.2820239
1988-06-08,1988,6,8,8.6689668
1988-06-09,1988,6,9,10.938074
1988-06-10,1988,6,10,12.382496
1988-06-11,1988,6,11,9.3763237
1988-06-12,1988,6,12,9.9405224
1988-06-13,1988,6,13,12.011046
1988-06-14,1988,6,14,11.241251
1988-06-15,1988,6,15,7.9003422
1988-06-16,1988,6,16,4.9186083
1988-06-17,1988,6,17,5.4034421
1988-06-18,1988,6,18,6.2899113
1988-06-19,1988,6,19,3.8614004
1988-06-20,1988,6,20,4.6768707
1988-06-21,1988,6,21,5.8249633
1988-06-22,1988,6,22,6.7576318
1988-06-23,1988,6,23,7.3493281
1988-06-24,1988,6,24,9.4478845
1988-06-25,1988,6,25,11.947007
1988-06-26,1988,6,26,8.9544159
1988-06-27,1988,6,27,9.1023747
1988-06-28,1988,6,28,6.9928041
1988-06-29,1988,6,29,6.2082956
1988-06-30,1988,6,30,5.6915698
1988-07-01,1988,7,1,1.9287062
1988-07-02,1988,7,2,-0.007871146
1988-07-03,1988,7,3,-0.56148646
1988-07-04,1988,7,4,0.17733012
1988-07-05,1988,7,5,1.4923669
1988-07-06,1988,7,6,2.0004963
1988-07-07,1988,7,7,4.3427862
1988-07-08,1988,7,8,5.4496489
1988-07-09,1988,7,9,5.8722962
1988-07-10,1988,7,10,3.6345479
1988-07-11,1988,7,11,8.2526196
1988-07-12,1988,7,12,12.940949
1988-07-13,1988,7,13,9.6122893
1988-07-14,1988,7,14,12.680687
1988-07-15,1988,7,15,11.185119
1988-07-16,1988,7,16,7.0900977
1988-07-17,1988,7,17,5.3084281
1988-07-18,1988,7,18,7.3569993
1988-07-19,1988,7,19,9.3737991
1988-07-20,1988,7,20,11.358359
1988-07-21,1988,7,21,8.3503227
1988-07-22,1988,7,22,9.1802908
1988-07-23,1988,7,23,11.79333
1988-07-24,1988,7,24,12.83698
1988-07-25,1988,7,25,12.921551
1988-07-26,1988,7,26,8.7495986
1988-07-27,1988,7,27,5.4500851
1988-07-28,1988,7,28,5.0965158
1988-07-29,1988,7,29,4.0758803
1988-07-30,1988,7,30,3.4969297
1988-07-31,1988,7,31,3.7087328
1988-08-01,1988,8,1,6.1057199
1988-08-02,1988,8,2,7.0680617
1988-08-03,1988,8,3,9.448246
1988-08-04,1988,8,4,11.518177
1988-08-05,1988,8,5,12.174911
1988-08-06,1988,8,6,11.718558
1988-08-07,1988,8,7,4.6847327
1988-08-08,1988,8,8,7.6365895
1988-08-09,1988,8,9,12.91419
1988-08-10,1988,8,10,10.109041
1988-08-11,1988,8,11,7.4012929
1988-08-12,1988,8,12,5.7792653
1988-08-13,1988,8,13,4.0760032
1988-08-14,1988,8,14,4.0539412
1988-08-15,1988,8,15,4.4746642
1988-08-16,1988,8,16,9.3104027
1988-08-17,1988,8,17,6.3520112
1988-08-18,1988,8,18,5.9401401
1988-08-19,1988,8,19,5.5018701
1988-08-20,1988,8,20,5.8768888
1988-08-21,1988,8,21,14.491558
1988-08-22,1988,8,22,7.5239947
1988-08-23,1988,8,23,4.9012522
1988-08-24,1988,8,24,2.3955251
1988-08-25,1988,8,25,1.919743
1988-08-26,1988,8,26,2.7432458
1988-08-27,1988,8,27,3.6103507
1988-08-28,1988,8,28,3.7065902
1988-08-29,1988,8,29,2.6346273
1988-08-30,1988,8,30,2.9681161
1988-08-31,1988,8,31,2.8093114
1988-09-01,1988,9,1,11.287186
1988-09-02,1988,9,2,13.324579
1988-09-03,1988,9,3,16.739824
1988-09-04,1988,9,4,11.2283
1988-09-05,1988,9,5,8.3178143
1988-09-06,1988,9,6,11.072988
1988-09-07,1988,9,7,7.8621195
1988-09-08,1988,9,8,3.6015381
1988-09-09,1988,9,9,6.4923621
1988-09-10,1988,9,10,6.4537805
1988-09-11,1988,9,11,6.2615492
1988-09-12,1988,9,12,8.1858807
1988-09-13,1988,9,13,10.135777
1988-09-14,1988,9,14,13.156932
1988-09-15,1988,9,15,10.455522
1988-09-16,1988,9,16,11.712133
1988-09-17,1988,9,17,11.150334
1988-09-18,1988,9,18,9.0289144
1988-09-19,1988,9,19,8.3114923
1988-09-20,1988,9,20,7.9772143
1988-09-21,1988,9,21,8.7925221
1988-09-22,1988,9,22,5.1733218
1988-09-23,1988,9,23,4.3129431
1988-09-24,1988,9,24,10.155747
1988-09-25,1988,9,25,7.9517479
1988-09-26,1988,9,26,8.3965693
1988-09-27,1988,9,27,16.502979
1988-09-28,1988,9,28,19.991075
1988-09-29,1988,9,29,16.53459
1988-09-30,1988,9,30,8.9923717
1988-10-01,1988,10,1,8.0165693
1988-10-02,1988,10,2,11.032161
1988-10-03,1988,10,3,10.285331
1988-10-04,1988,10,4,14.477795
1988-10-05,1988,10,5,16.20459
1988-10-06,1988,10,6,15.1674
1988-10-07,1988,10,7,17.718919
1988-10-08,1988,10,8,17.114855
1988-10-09,1988,10,9,15.406801
1988-10-10,1988,10,10,15.388832
1988-10-11,1988,10,11,18.400241
1988-10-12,1988,10,12,21.411376
1988-10-13,1988,10,13,17.37119
1988-10-14,1988,10,14,10.736829
1988-10-15,1988,10,15,13.619519
1988-10-16,1988,10,16,13.578839
1988-10-17,1988,10,17,10.726279
1988-10-18,1988,10,18,6.1638804
1988-10-19,1988,10,19,5.9684731
1988-10-20,1988,10,20,11.229133
1988-10-21,1988,10,21,10.346122
1988-10-22,1988,10,22,8.9054091
1988-10-23,1988,10,23,9.3322142
1988-10-24,1988,10,24,6.5997562
1988-10-25,1988,10,25,8.8061577
1988-10-26,1988,10,26,14.296097
1988-10-27,1988,10,27,16.706582
1988-10-28,1988,10,28,8.6178821
1988-10-29,1988,10,29,9.6815306
1988-10-30,1988,10,30,6.3897681
1988-10-31,1988,10,31,12.784477
1988-11-01,1988,11,1,18.155327
1988-11-02,1988,11,2,19.782211
1988-11-03,1988,11,3,22.364765
1988-11-04,1988,11,4,20.666099
1988-11-05,1988,11,5,19.874804
1988-11-06,1988,11,6,14.361794
1988-11-07,1988,11,7,17.512898
1988-11-08,1988,11,8,18.622497
1988-11-09,1988,11,9,18.513434
1988-11-10,1988,11,10,16.450685
1988-11-11,1988,11,11,11.45553
1988-11-12,1988,11,12,14.841665
1988-11-13,1988,11,13,18.157766
1988-11-14,1988,11,14,21.770043
1988-11-15,1988,11,15,14.993043
1988-11-16,1988,11,16,15.376125
1988-11-17,1988,11,17,17.808635
1988-11-18,1988,11,18,19.177892
1988-11-19,1988,11,19,10.031276
1988-11-20,1988,11,20,8.399732
1988-11-21,1988,11,21,12.858252
1988-11-22,1988,11,22,19.986584
1988-11-23,1988,11,23,20.324157
1988-11-24,1988,11,24,18.051372
1988-11-25,1988,11,25,14.784286
1988-11-26,1988,11,26,18.822572
1988-11-27,1988,11,27,21.825945
1988-11-28,1988,11,28,19.204284
1988-11-29,1988,11,29,18.637675
1988-11-30,1988,11,30,20.432158
1988-12-01,1988,12,1,21.529331
1988-12-02,1988,12,2,21.045419
1988-12-03,1988,12,3,19.643521
1988-12-04,1988,12,4,17.80914
1988-12-05,1988,12,5,20.420241
1988-12-06,1988,12,6,15.799204
1988-12-07,1988,12,7,15.479321
1988-12-08,1988,12,8,17.083027
1988-12-09,1988,12,9,18.315253
1988-12-10,1988,12,10,17.314737
1988-12-11,1988,12,11,14.653527
1988-12-12,1988,12,12,10.687042
1988-12-13,1988,12,13,16.398309
1988-12-14,1988,12,14,17.113058
1988-12-15,1988,12,15,19.960222
1988-12-16,1988,12,16,16.379737
1988-12-17,1988,12,17,10.13525
1988-12-18,1988,12,18,11.510258
1988-12-19,1988,12,19,17.367836
1988-12-20,1988,12,20,21.564276
1988-12-21,1988,12,21,19.946756
1988-12-22,1988,12,22,22.586316
1988-12-23,1988,12,23,23.642069
1988-12-24,1988,12,24,21.383876
1988-12-25,1988,12,25,22.046049
1988-12-26,1988,12,26,21.208172
1988-12-27,1988,12,27,20.692734
1988-12-28,1988,12,28,21.256553
1988-12-29,1988,12,29,23.900995
1988-12-30,1988,12,30,19.389871
1988-12-31,1988,12,31,20.285226
1989-01-01,1989,1,1,23.855476
1989-01-02,1989,1,2,28.30203
1989-01-03,1989,1,3,26.204017
1989-01-04,1989,1,4,22.916654
1989-01-05,1989,1,5,18.888986
1989-01-06,1989,1,6,19.204616
1989-01-07,1989,1,7,18.712022
1989-01-08,1989,1,8,21.868831
1989-01-09,1989,1,9,22.696818
1989-01-10,1989,1,10,22.124058
1989-01-11,1989,1,11,24.708024
1989-01-12,1989,1,12,25.039117
1989-01-13,1989,1,13,23.283373
1989-01-14,1989,1,14,23.175236
1989-01-15,1989,1,15,22.032642
1989-01-16,1989,1,16,21.844819
1989-01-17,1989,1,17,19.004864
1989-01-18,1989,1,18,17.334423
1989-01-19,1989,1,19,14.364105
1989-01-20,1989,1,20,16.978475
1989-01-21,1989,1,21,21.598553
1989-01-22,1989,1,22,24.048779
1989-01-23,1989,1,23,22.13986
1989-01-24,1989,1,24,22.755828
1989-01-25,1989,1,25,23.207799
1989-01-26,1989,1,26,27.113575
1989-01-27,1989,1,27,21.950058
1989-01-28,1989,1,28,13.174678
1989-01-29,1989,1,29,20.799348
1989-01-30,1989,1,30,19.244824
1989-01-31,1989,1,31,23.146511
1989-02-01,1989,2,1,22.797808
1989-02-02,1989,2,2,24.02224
1989-02-03,1989,2,3,26.330142
1989-02-04,1989,2,4,20.680641
1989-02-05,1989,2,5,21.96978
1989-02-06,1989,2,6,23.81833
1989-02-07,1989,2,7,25.146114
1989-02-08,1989,2,8,26.451864
1989-02-09,1989,2,9,25.541769
1989-02-10,1989,2,10,24.169457
1989-02-11,1989,2,11,22.65633
1989-02-12,1989,2,12,21.784579
1989-02-13,1989,2,13,26.989622
1989-02-14,1989,2,14,23.041187
1989-02-15,1989,2,15,20.165463
1989-02-16,1989,2,16,20.028206
1989-02-17,1989,2,17,20.135042
1989-02-18,1989,2,18,23.795753
1989-02-19,1989,2,19,23.051761
1989-02-20,1989,2,20,21.526568
1989-02-21,1989,2,21,21.629201
1989-02-22,1989,2,22,14.991497
1989-02-23,1989,2,23,20.820688
1989-02-24,1989,2,24,26.342445
1989-02-25,1989,2,25,23.578536
1989-02-26,1989,2,26,21.062395
1989-02-27,1989,2,27,22.254752
1989-02-28,1989,2,28,23.614617
1989-03-01,1989,3,1,21.972117
1989-03-02,1989,3,2,21.696926
1989-03-03,1989,3,3,16.397
1989-03-04,1989,3,4,17.11002
1989-03-05,1989,3,5,19.359717
1989-03-06,1989,3,6,18.580488
1989-03-07,1989,3,7,21.675593
1989-03-08,1989,3,8,23.83017
1989-03-09,1989,3,9,21.206132
1989-03-10,1989,3,10,21.008018
1989-03-11,1989,3,11,23.303695
1989-03-12,1989,3,12,21.622699
1989-03-13,1989,3,13,23.276289
1989-03-14,1989,3,14,19.154167
1989-03-15,1989,3,15,14.354117
1989-03-16,1989,3,16,18.026477
1989-03-17,1989,3,17,22.727873
1989-03-18,1989,3,18,23.618845
1989-03-19,1989,3,19,23.338038
1989-03-20,1989,3,20,21.588685
1989-03-21,1989,3,21,15.000405
1989-03-22,1989,3,22,15.922377
1989-03-23,1989,3,23,16.106043
1989-03-24,1989,3,24,15.3017
1989-03-25,1989,3,25,14.847858
1989-03-26,1989,3,26,21.775259
1989-03-27,1989,3,27,19.030096
1989-03-28,1989,3,28,12.378235
1989-03-29,1989,3,29,14.257746
1989-03-30,1989,3,30,11.992864
1989-03-31,1989,3,31,18.369479
1989-04-01,1989,4,1,18.786394
1989-04-02,1989,4,2,14.510591
1989-04-03,1989,4,3,15.4335
1989-04-04,1989,4,4,13.827277
